id,category,description,img_path,url,picarats,first_hint,second_hint,third_hint,special_hint,solution,answer_img
069,Flip,"Another pizza gone wrong for our ham-handed chef! This time he managed to flip exactly half the pizza upside down.


He tried to flip it back up, but the cheese is spread just as thickly as on the last pizza, and every time he tries to flip a slice, the adjacent slices turn over with it.


Can you find a way to get the whole pizza back the right way up, toppings and all?
",layton-data/images/Toppings_Up!_Part_2.jpg,https://layton.fandom.com/wiki/Puzzle:Toppings_Up!_Part_2,35.0,"You may be tempted to go ahead and flip over three slices on the right side of the pizza, but don't be hasty.

That said, the first slice you need to flip is on the right.

","With your first move, you should flip two slices up and one down.
 There are two possible slices you can flip to achieve this, but don't worry--you can finish in the minimum number of moves either way.

","Remember the two possible slices mentioned in Hint 2? Your next move is to flip the second one, the one you didn't pick last time.

You should now have a similar pattern on the opposite site.

","Now it's time to flip the slice on the left side.
 Resist the urge to pick a facedown slice and flip one facing up.
 The puzzle is as good as solved!
","Correct!

You can flip the whole pizza back up in just four moves, you know.

",
X,,,,https://layton.fandom.com/wiki/Puzzle:The_Final_Puzzle_(LW),,,,,,,
110,Tap Answer,"For each of the four squares below, there is a way to display the numbers zero to nine.
 Tapping each of the four buttons, A, B, C, and D, will change the numbers according to a hidden set of rules.


Figure out the hidden rules, and set all the numbers to zero.

",layton-data/images/A_Zero-Sum_Game.jpg,https://layton.fandom.com/wiki/Puzzle:A_Zero-Sum_Game,30.0,"Notice that when a number reaches nine, it flips back to zero.
 In other words, the numbers are on a loop.
 So, push the buttons as many times as you like.
 It won't mess up anything.

If you restart the puzzle several times and pay close attention to what each button does, the rules should become clear.

","The colored rectangle connected to each button shows which two squares it affects.
 When a button is tapped, the two numbers within its colored rectangle increase according to a hidden rule.
 Study the numbers one button at a time.

","The rules for buttons C and D shouldn't be hard to figure out now.

But, even knowing the rules, how do you turn all the numbers to zero?
","To solve it, don't tap the A button at all at first.
 Tap buttons C and D until the numbers in A's rectangle both read five.
 After that, you'll be able to solve it in no time.

","Wonderful job!

Button A adds five, B adds three, C adds seven, and D adds four.


You must have worked that out.
 Unless you're one of those people that just kept pounding the buttons until they set everything to zero.
.
.

",
032,Placement,"In order to wrap the flower just like the leftmost drawing, how should you begin your wrapping? Tap A, B, C, or D to answer.

",layton-data/images/It%27s_a_Wrap.jpg,https://layton.fandom.com/wiki/Puzzle:It%27s_a_Wrap,20.0,"Pay attention to the direction and starting point of each diagrammed fold.

","Since the green edge on the wrapping paper will be obscured as you roll up the paper in A and D, you can throw out both these answers.

","You're left with only two options at this point, so focus on the direction of the wrapping, and you'll soon find the solution.

",,,
082,Find Route,"The lake is dotted with floating ice shelves, thick enough to hold a person's weight.


Stepping on an ice shelf sets it in motion, and it will keep on moving until it bumps into something or reaches the shore.


Use the floating ice shelves and the little islands in the lake to follow Aurora over to the other side.

",layton-data/images/Walking_on_Water_2.jpg,https://layton.fandom.com/wiki/Puzzle:Walking_on_Water_2,40.0,"The first stages of the puzzle are crucial.

From Layton's starting position, move him right, then up, then right, and you find he's stood on the island in the top right of the lake.

","From the island in the top right, guide him down until he has his feet firmly on the island in the bottom right.

From there, send him left and he'll come to the island in the bottom left.
 Make him take one step up, and then have him hop on the ice shelf to the right.

","After following the steps listed in Hint 2, move him onto the island next to him and send him upwards.

Next, move him onto the island to the left, and then onto the ice shelf below him.

Cross him over to the next ice shelf below him, and keep going downwards.

","After following the steps listed in Hint 3, Layton should be standing on an ice shelf that you need to move to the right shore.
 To do this, you'll first need to move Layton onto the ice shelf on the left before stepping back across.
 This ice shelf will then take him all the way to the island in the bottom right.
 Get him to step onto this island, then move him upwards.

Only a couple of steps to go now!
","Good work!

Whether there's a trick to it or not, there's no easy way to walk across a lake.

",
149,Slide,"The museum curator is talking to the other staff:
""The mysterious thief has brought back our museum's precious statue.
 I'm trying to put it back in the deepest part of the warehouse so it can never be stolen again, but with so much other stuff in the way, it's proving rather difficult.
 Can anyone give me a hand?""

Shift the crates around the warehouse, and get the statue back into the far-left alcove.

",layton-data/images/From_Right_to_Left.jpg,https://layton.fandom.com/wiki/Puzzle:From_Right_to_Left,90.0,"Your first step is to move the two little vertical rectangular crates into the alcove on the far left.
 Eventually, you'll want to put a square crate in that alcove, though, so start working toward that goal.

","Did you get a square crate into the alcove on the left?
Your next goal is to shift the two large, rectangular crates to the left side.
 Keep pushing and shoving with that aim in mind.

","Once you've shifted the large, rectangular crates so that they both stand on the left, it's almost time to start moving the statue.

It'll want to slide out and then work its way left via the top.
 In the meantime, you can fit the two small, vertical, rectangular crates into the exit space on the far right.

","When you finally move the statue into its place, the crates are positioned like so:<br/>
The two short, vertical crates are on the far right.
 Both long, narrow crates are in the top right, and below them is a large, rectangular crate.
 One square crate is to the left of the long, narrow ones, and below it lies the other big, rectangular crate.
 Under that is one little, horizontal crate.
 The other horizontal crate is on the top left, and on the bottom left is a square one.

","Correct!

""Phew! That was a real challenge! Great work from the security guards there.
 Thanks!

Hang on a minute.
.
.
 Oh no! While we've been focusing on putting this statue away, there's been no one left to guard the museum!""
",
172,Gubbins Guiding,"The princess has been snatched by the evil king again.
 The knight and his beloved horse are on their way to the castle to rescue her, but the horse is getting low on energy.
 The horse moves like a knight in chess (in the shape of an L).
 You can jump over anything that is in the way, but you cannot land in squares with trees or poisonous lakes.
 Use this information to find a way for the horse to eat two carrots (no more, no less) before arriving to the evil king's castle.

",,https://layton.fandom.com/wiki/Puzzle:A_Knight%27s_Quest_2,60.0,"If you get stuck, you might be able to figure out a route by starting at the castle and working backwards.

","There is only one possible space that you can land on in the final step before reaching the castle.
 That space contains a carrot.
 Keep an eye on the number of carrots you will land on as you plan your route.

","You mustn't let the horse eat a carrot on it's first move.
 If it eats too much, it won't be able to move.

","Go to the left on your first move and eat the first carrot afterwards.
 Then aim for the castle, taking the shortest route you can.

","You did it!

The princess has been rescued.

Although your beloved horse seems to have carried her away again.

Bad luck, brave knight.

Don't give up!
",
25,Navigate Town,"Red and blue letters are scattered all over town, ready to be collected.
 Constantine's route stipulates that he turn left or right after certain letters.
 

But it seems he's forgotten the route.


Help Constantine remember his route around town so that he collects every single letter.
 Rearrange the order of the letters in the list to alter the route.

",layton-data/images/Puppy_Postal_Patrol.jpg,https://layton.fandom.com/wiki/Puzzle:Puppy_Postal_Patrol,40.0,"Constantine remembers turning right after picking up the first blue letter.
 
Arrange the list so you turn right after collecting the first blue letter.

","Continue straight along the path until you find a red letter and turn right.

Turn left at the next red letter.

","Turn left at the next red letter you find, then left again at the next blue letter.
 
The pattern so far should be: Blue, red, red, red, blue.

","After going straight and collecting the red letter across town, turn right.
 
That will leave only one red letter and one blue letter to collect.

Perhaps you can piece together the rest of the route now.

","Wonderful!

All the letters have been collected and accounted for! Constantine looks quite pleased!
",/Users/raphael/layton-eval/layton-data/answer_images/Puppy_Postal_Patrol.jpg
164,Select,"You have three sleep bombs, and you want to bounce one of them up to the top-right vent.


Bombs are deflected at a right angle when they hit a board.
 Additionally, whenever a bomb hits a board marked with O, the board itself will also rotate 90°.


It's up to you to fire bombs from the vents on the left and get one of them to land next to the vent at the top right.

",layton-data/images/Snoozysnore_Strikes!.jpg,https://layton.fandom.com/wiki/Puzzle:Snoozysnore_Strikes!,60.0,"For one of your bombs to reach the vent in the top right, the O board directly to the left of that vent needs to be rotated.

","To hit the O board that's below it.

Thinking about the bombs' routes in reverse like this will make the puzzle easier to solve.

","Think about where you need the first of your bombs to go.
 If you do that, it should become apparent that you need to fire it from the second vent from the bottom.

","The second one of your bombs needs to be fired from the top vent.
 Now all you need to think about is the vent from which your final bomb should be fired.

","Sweet dreams!

Hang on, there's no guard this time around, is there? Who are you putting to sleep?
",
144,Sequence,"This Azran device can be used to create a walkway across the ravine.
 To activate it, you need to move each of the large inner medals next to the small outer medal with the same colour and pattern.
 The number on each medal indicates how many spaces it can be moved at a time.


Move the medals to the correct positions and help Layton and Descole cross the ravine!
",layton-data/images/Medal_Match-Up.jpg,https://layton.fandom.com/wiki/Puzzle:Medal_Match-Up,40.0,"There are three medals that can be moved at the start of this puzzle: the gold medals with one and two dots, and the silver medal with three dots.
 It's the silver medal that you should move first.

","Which medal should you move next? How about the gold one with three dots on it?
Well, if you do that, you won't be able to move anything else, so try moving the medal with one dot instead!
","After following Hints 1 and 2, the medals should be lined up as follows, going clockwise from the top: three dots, two dots, one dot, empty, sliver.

All correct? Good.
 Now, which one do you need to move next? That's right - it's the two-dot medal.

","After following Hint 3, you should be three moves away from solving this puzzle.

Think about which medals you can move at this point.
 There's the silver medal, the medal with two dots and the medal with one dot.
 Now, the two-dot medal is already in the correct place, so you definitely don't want to move that.
.
.

","Well done!

Let's hope nobody moves the medals while Layton crosses!
",/Users/raphael/layton-eval/layton-data/answer_images/Medal_Match-Up.jpg
146,Maze Escape,"One day, a girl went off exploring an abandoned canal system with her friend.
 Before she knew it, she was stranded on the other side of the room.
 But fret not! You should be able to make a path to help her to the other side using the walkways and crates floating in the water.


Tilt your Nintendo 3DS system backward, forward, left, or right to make the crates slide in that direction.
 Watch out for the dark holes, though--if a crate floats over one, it will stay stuck there.

",layton-data/images/Tilt_to_Traverse_2.jpg,https://layton.fandom.com/wiki/Puzzle:Tilt_to_Traverse_2,60.0,"First, you need to use two crates to form a path to the central walkway.

Just make sure that the crate directly to the right of the starting position doesn't get sucked in by a hole.

","Let's start from the beginning.
 Tilt your Nintendo 3DS system in the following ways to form a path: down, left, then down again.

You should now have a path to the central walkway!
","Have you moved the girl onto the central walkway? now tilt the Nintendo 3DS in such a way as to put the top-right crate into the hole.

With that crate fixed in position, you should be able to use the other crates to lead the girl to her friend.

","Once you have the top-right crate in the hole, move another into the hole next to the central walkway.
 You can use one of the two crates on the top left.

Lastly, move the crate on the bottom half of the screen toward the top right so that it's positioned next to the crate you just fixed in place.
 The two crates should make a path across to the last walkway, bridging the gap between the girl and her friend!
","Hurray!

She made it back to her friend safely! But really, it's not a good idea for them to be exploring such a dangerous place.
.
.

",
062,Multiple Choice,"A detective who was mere days from cracking an international smuggling ring has suddenly gone missing.
 While inspecting his last-known location, you find a note.


The note appears to be nothing more than a series of numbers, but your gut instinct tells you that this note will reveal the name of the crime kingpin.


Currently there are three suspects in the case: Bill, John, and Todd.
 Can you break the detective's code and find the criminal's name?
",layton-data/images/The_Mysterious_Note.jpg,https://layton.fandom.com/wiki/Puzzle:The_Mysterious_Note,40.0,"Here's a little pearl of gumshoe wisdom.


The best way to understand something isn't to study it intently from one perspective.
 Instead, try to approach the problem from a variety of angles.

","When you feel like you've seen all there is about a case, sometimes upending everything can give you a new view on matters.


Have you ever considered upending your DS?
","Hold your DS upside down and take another look at the note.


Do you notice anything about the note now?
",,"That's right!

If you flip the note upside down, you'll notice that the numbers resemble letters and that those letters form legible sentences.
 The message recorded there is ""Bill is boss.
 He sells oil.
""

Albeit this puzzle is the same type in both the Japanese and US versions, the Japanese version of this puzzle revolves around helping a detective figure out which of the three suspects (Shigeo, Takeshi, and Masashi) is responsible for the murder of a victim.

",
64,Reflect Light,"Pendant light is reflected by the blue gems on the circumference of the gears of the machine.
 Each gear will rotate 90 degrees when turned.


Rotate the gears to align the blue gems and redirect the light.
 The large central gem will only reflect light when in the vertical position, and when rotated, light must hit the red gems on either side at the same time.

",layton-data/images/The_Bell_Tower.jpg,https://layton.fandom.com/wiki/Puzzle:The_Bell_Tower,70.0,"The large gear in the centre is especially important.
 Note that the blue gem will only reflect light when it is pointing upwards.

Keep in mind that it is extremely important to change the direction of the two beams of light simultaneously.

","It has been established that the beams of light must hit both gems simultaneously.

That being the case, the very last step should redirect both of the beams simultaneously to each red gem.

","The very last step in this puzzle will light both red gems at the same time.

To accomplish this, turn the large gear in the centre when both beams of light intersect through the middle.
 Remember, the blue gem will only deflect light when it is in a vertical position.

","The beam of light on the left wall will be deflected a total of four times.

The beam of light on the right will be deflected a total of five times.

When they intersect through the centre gem, turn the centre gear and light up both gems!
","Success!

As the red gems shine with an intense light, the larger gem on the pillar begins to emit a glaring light.
.
.
!
",/Users/raphael/layton-eval/layton-data/answer_images/The_Bell_Tower.jpg
038,Sliding,"A red garnet has fallen to the bottom of a downright-cluttered bag.
 Can you slide around the other items in the bag to move the gem to the top?
",layton-data/images/Cluttered_Bag_(UF).jpg,https://layton.fandom.com/wiki/Puzzle:Cluttered_Bag_(UF),40.0,"All that clutter got you confused? Well, here's a hint.
 You can't just move the garnet straight up.
 Looks like you'll have to bring it up from the right.

","Move the following pieces up: the corner-shaped piece above the gem, the T in the upper right, and the piece below it that looks like an L on its side.

Then you can move the gem up to the middle row and then all the may over to the right.

","When you've completed Hint Two, put the garnet in the cavity of the U-shaped piece in the lower right.
 Then you can move the pieces above it to the left out of the way.

From there, move the garnet all the way to the upper-right corner.

Now move the gem all the way to the top-right corner.

","If you've made it all the way to Hint Three, the rest should be simple.
 At this point, the gem should be in the upper-right corner.
 If you move the three pieces that are below the bag's opening, a path out will appear.

The key is not to move any items besides the initial three already moved.

The key is to not move any items apart from the three you moved initially.

","Great!

Just look at that sparkling gem!
",
026,Write Answer,"A glass jar holds a single germ.
 After one minute, the germ splits into two germs.
 One minute after that, the two germs each split again, forming a total of four germs.
 Continuing at this rate, a single germ can multiply to fill the whole jar in exactly one hour.


Knowing this, how long in minutes would it take to fill the jar if you had started with two germs?
",layton-data/images/Bottle_Full_of_Germs.jpg,https://layton.fandom.com/wiki/Puzzle:Bottle_Full_of_Germs,20.0,"If one germ becomes two, and two become four, that means that the number of germs doubles each minute.

","If you start with one germ, the germ will multiply and fill the jar in one hour.

Starting with one germ, then, how many will you have in one minute?
Read the problem carefully.

","Let's take a step back and think.

Your answer is the amount of time it takes for two germs to fill the jar.
 If it takes one minute for one germ to turn into two, how much additional time is needed to fill the jar?
",,"The answer is 59 minutes.


It takes one minute for a single germ to split into two.
 Therefore, starting with two germs instead of one only saves you one minute.

",
027,Conditional,"These four people (A, B, C and D) live on different floors of this apartment block.
 Can you work out from their comments which floor they each live on?

A: 'I live three floors below D.
'

B: 'I live on the seventh or eight floor.
'

C: 'I live on an odd-numbered floor.
'

D: 'The floors we each live on are an equal distance apart.
'
",,https://layton.fandom.com/wiki/Puzzle:Neighbours,50.0,"According to D, the floors they each live on are an equal distance apart.
 If they lived two floors apart, A's comment doesn't work, and if they lived three floors apart, a nine-story building would not be tall enough.
 This means they must live just one floor apart from each other.

","Continuing on from hint one.
.
.
 
A's comment tells us that A lives on the lowest floor of the group and D lives on the highest floor.

","Continuing on from hint two.
.
.

B and C live one floor apart.
 B says he lives on floor seven or eight, but if he lived on floor seven then C would have to live on an even-numbered floor, so that can't be correct.
 This means B must live on the eighth floor.

","Let's go over the facts.
 The four people each live one floor apart, with A at the bottom and D at the top.
 B lives on the eighth floor, so D must live higher than this on the ninth floor.
 Now you just need to go over the comments again to figure out where the other two live.

","You did it! 

A lives on the sixth floor, C lives on the seventh floor, B lives on the eighth floor, and D lives on the ninth floor.
 Figuring out how far apart they live from each other is a shortcut to the solution.

",
011,Button,"While this photograph shows two cyclist passing each other on a hill, the camera was tilted when it was taken, making the incline look completely flat.


Can you tell which side of the photo is actually uphill?

Please tap either A or B to enter your answer.

",layton-data/images/Downhill_from_Here.jpg,https://layton.fandom.com/wiki/Puzzle:Downhill_from_Here,10.0,"If you're having trouble, imagine yourself riding a bike on a steep hill.
 Which direction would be easier?
","If you set a ball on an incline, it would just roll downhill, right?
A bicycle would do the same thing.

","What would the person on the bike going downhill have to do to keep moving?
It's probably the opposite of what the cyclist going uphill has to do.

","Take a close look at the pedals on each bike.
 The person going downhill shouldn't need to pedal.

If the person who isn't pedaling is going downhill, then the opposite of the direction they are heading is uphill.

","Correct!

The side marked A is uphill.


The cyclist on the right doesn't have his feet on the pedals.
 That must mean he's letting gravity do all the work as he coasts downhill.

",
y,,"<p><span typeof=""mw:File""><a class=""mw-file-description image"" href=""https://static.
wikia.
nocookie.
net/layton/images/e/e7/Squarethingsaway.
jpg/revision/latest?cb=20170812144711""><img class=""mw-file-element"" data-image-key=""Squarethingsaway.
jpg"" data-image-name=""Squarethingsaway.
jpg"" data-relevant=""1"" decoding=""async"" height=""622"" loading=""lazy"" src=""https://static.
wikia.
nocookie.
net/layton/images/e/e7/Squarethingsaway.
jpg/revision/latest/scale-to-width-down/350?cb=20170812144711"" width=""350""/></a></span>
</p>",layton-data/images/Square_Things_Away.jpg,https://layton.fandom.com/wiki/Puzzle:Square_Things_Away,50.0,,,,,,
055,Jigsaw,"""There was a tall silk hat inside the old bag.
 It's a bit too large to keep around, though.
.
.
 Is there any way you could make it smaller? You're not allowed to let pieces overlap, of course.
""
",layton-data/images/Hat_Trick_(LS).jpg,https://layton.fandom.com/wiki/Puzzle:Hat_Trick_(LS),45.0,"In the other puzzle, you made the hat shape by placing the three pieces next to each other.
 If you are using the same three pieces, no conventional solution will result in a smaller hat.
 You're going to have to look at this problem in a new way.

","The frame given to assemble the pieces in should serve as a hint.

If the task is to make the hat smaller, then why have you been given a larger space to work in?
","Take the piece that forms the top of the hat and place it on the bottom center without rotating it.
 The silk hat will rest on top of this piece.

","Can you see the outline of a silk hat as you place the shapes?
","Correct!

It does look smaller now, doesn't it?
",
058,Button,"The forecast is predicting rain.
 This girl needs help choosing the perfect umbrella so she can weather the storm.


She wants one with a blue handle, a red rim, and a pattern of circular rings.


Which of the four umbrellas meets her requirements?

Choose from A, B, C, or D.

",layton-data/images/Favorite_Umbrella.jpg,https://layton.fandom.com/wiki/Puzzle:Favorite_Umbrella,30.0,"At first glance, it may appear that none of the umbrellas matches the given conditions.

But if you think carefully about the description, you'll see that one of the umbrellas fits.

","The blue handle and the red rim should be easy to spot.

You may need to use a little more imagination when considering the last condition.

","It would be difficult to solve this puzzle based solely on the images of the umbrellas as presented.

However, they may look different when the umbrellas are actually being used to protect someone from the rain.

","Try to visualize the young lady holding the umbrella while it's open.
 Even better, try to imagine how each open umbrella would look from a bird's-eye point of view.

You can see clearly now, right?
","Correct!

The circle pattern is only visible when you open the umbrella.

",
005,Select,"You've arrived at the clock shop, but there doesn't seem to be a way to open the door.


While you're looking for the doorknob, a voice from inside calls out,

""Press the panel with the timepiece.
""

What panel do you press? Remember, you can only press one.

",layton-data/images/The_Timepiece.jpg,https://layton.fandom.com/wiki/Puzzle:The_Timepiece,20.0,"Look for a panel with a ""timepiece.
"" However, keep in mind that there are many different kinds of timepieces.

Since the instructions tell you to ""press the panel with the timepiece,"" you know that the entire timepiece should fit on one panel.
.
.

","You're not looking for an ordinary analog or digital clock.
 There are other types of timepieces besides those with a lot of moving parts.
<br/>
Try to think of some examples.

","Even though you're looking for a timepiece, that doesn't mean it will necessarily help you tell the time.
 Instead, the timepiece you're looking for shows you how much time has passed.

These days, you'd probably just use a stopwatch to do the same thing, but what you're looking for is more of a classic type of timepiece.

You'd probably use a stopwatch to do that these days, but what you're looking for is more of a classic type of timepiece.

","You're looking for an hourglass.
 You probably saw it without even realizing it was there.

Go ahead and try to find it now.

","Exactly!

If you look closely, you'll see an hourglass on the correct panel.


Now, look--the door is opening!
",
052,Tap Answer,"There are three sheets of transparent plastic with different patterns painted on them.
 If you layer them correctly, a checkerboard pattern appears.
 The order in which you layer them is important, and you can't flip or rotate the sheets.


Which sheet goes on the very bottom--A, B, or C?
",layton-data/images/The_Checkerboard.jpg,https://layton.fandom.com/wiki/Puzzle:The_Checkerboard,30.0,"You're not trying to build the entire checkerboard in your head at once, are you? That will only confuse you.

Try focusing on just one part of the board first.

","Any sheet that doesn't already have a rough checkerboard pattern on it can be excluded as the top sheet.

Keep this in mind and try to work out which sheet could go on top of the pile.

","A sheet that contains adjacent squares of the same color can't go on top.

","Sheets A and B have adjacent squares of the same color.
 If you put either of these sheets on top, you won't have a checkerboard.
 In other words, you know that C goes on top.

Now that you know this, think about what colors need to fit into the black squares of sheet C.

","Nicely done!

B goes on the very bottom, and then the other sheets are layered in the order pictured above.

",
101,Conditional,"Help the robber escape from the cops! (Don't worry, he's a good guy really.
) He has to reach his gateway chopper on the roof by climbing the ladders.
 Each floor of the building contains only one safe ladder.
 There are only two safe ladders on the right side of the building, and the ladder on top floor must be approached from the right.
 Using this information, touch one ladder on each floor to plan an escape route.
 Remember, the robber can't pass a cop, or he'll be nicked!
",,https://layton.fandom.com/wiki/Puzzle:Likely_Lad_on_Ladders,40.0,"You don't need to work this out from the bottom.
 You can figure out which ladders are safe by looking at the information from the other floors.

","It's safe to approach the ladder on the top floor from the right, so this means that you can't use the ladder on the right on floor 3.

","There's a cop in the middle of floor 3 that you can't get past.
 If you're going to use the left-hand ladder on the floor 3, then you also need to use the left-hand ladder on floor 2.

","You have to use the left-hand ladders on floors 2 and 3.
 According to the information given, there are two safe ladders on the right-hand side of the building, so this means that of the building, so this means that the remaining two ladders on your route must be on the right.

","You did it!

You managed to help the robber outrun he cops.
 That makes you complicit in the crime! Yikes!
",
178,Gubbins Guiding,"The princess has been snatched by the evil king again.
 The knight and his beloved horse are on their way to the castle to rescue her, but the horse is getting low on energy.
 The horse moves like a knight in chess (in the shape of an L).
 You can jump over anything that is in the way, but you cannot land in squares with trees or poisonous lakes.
 Use this information to find a way for the horse to eat all four carrots before arriving at the evil king's castle.

",,https://layton.fandom.com/wiki/Puzzle:A_Knight%27s_Quest_3,65.0,"If you get stuck, you might be able to figure out a route by starting at the castle and working backwards.

","There is only two possible spaces you can land on in the final step before reaching the castle, so ain for one of those.
make sure you prioritise getting the carrots first through!
","To travel to the optimum route, you should let the horse eat the carrot on the right first.

","Travel in an anti-clockwise direction around the outer edge of the board, eating the carrots as you make your way to the castle.

","You did it!

The princess has been rescued.

Although your beloved horse seems to have carried her away yet again.

Thank you, brave knight.
 Your efforts have not gone unnoticed.
 See if you can figure oute a route with nine steps.

",
002,Logical,"The clock is currently showing the time as 3:30pm.
 It would be nice if the hands of the clock would show midnight.
 What would be the minimum number of places you'd need to touch on the clock to show the desired time?
",layton-data/images/The_Hands_of_Time.jpg,https://layton.fandom.com/wiki/Puzzle:The_Hands_of_Time,35.0,"There is no need to touch the hands of the clock.

","There is no need to open the front or take the clock apart.

","This is a time-related problem.
 Time will solve it.

","If you simply wait without touching the clock, time will gradually pass.
 It won't be long until midnight now.

","You did it!

There was no need to touch the clock at all.
 All you needed to do was wait for midnight to come.

",
084,Write Answer,"Four police officers are attempting to chase a criminal across a river.
 However, their boat can hold only two people at a time.


The first trip across takes one minute, but since the rower gets tired, the second crossing takes two minutes if the same person rows, the third takes three, and so on, getting slower and slower each time the same person rows.
 In minutes, what's the shortest amount of time it will take the four police officers to get across the river?
",layton-data/images/Crossing_the_River.jpg,https://layton.fandom.com/wiki/Puzzle:Crossing_the_River,30.0,"Think of the first two as A and B.
 One of them rows the other to the opposite shore.
 Whoever does the rowing gets tired, so make a not of that.

","After the first trip across, have the officer who didn't do the work row back.
 Using this method, the first two who came across will each have rowed only once.
 When the one who rows back picks up the third officer, have the new person do the rowing.

","After the action in Hint Two is complete, there will be three officers across the river who have each rowed once.
 One of them needs to go back and get the last person, but it doesn't matter who.
 They will each take two minutes because it will be their second time rowing.

","After the action described in Hint Three, you have one minute across, one minute back, one minute across, and two minutes back.

So it takes five minutes for the fourth officer to be picked up.
 There's just one trip across left.
 If you have the right person row, you should be able to figure out the answer, no problem.

","Correct!

It will take six minutes.


A rows A and B across.
 B rows back, picks up C, and C rows across.
 Now that A, B, and C are across one of them has to row back and get D, who then takes over and rows across.

",
095,Write Answer,"The box shown below has a height, width and depth of 30 inches.
 Within this box, you'd like to place as many books as possible.
 Each book is 20 inches wide by 20 inches long by 10 inches thick.
 How many books can you pack into this box?

Books can only be placed in the box in the closed position, but you can position each book however you like inside the box.

",layton-data/images/Box_of_Books.jpg,https://layton.fandom.com/wiki/Puzzle:Box_of_Books,30.0,"If all you had to do to solve this puzzle was count how many books you can stack in the box before it fills up, it wouldn't be much fun.

You'll need to think creatively and in three dimensions to solve this one.

","The bottom of the box measures 30 inches by 30 inches.
 Each book is 20 inches by 20 inches, so you can really only fit in one if you place it flat.
 But if you do that, you'll be left with 10 inches on one side.
 Say, isn't that the exact same size as the thickness of one book?
","Even if you place three books upright in the box and use two more to fill what gaps you can, you'll still have a good chunk of wasted space on your hands.
 Fitting the books together in a space-efficient way is of utmost importance in solving this puzzle.

",,"Very nice!

If you arrange the books in the box as shown, you can cram a whopping six books into it!
",
143,Arrange,"If you take the problem 11x11=121, and replace the 1s with As and the 2s with Bs, you get AAxAA=ABA.


Using that same replacement idea, you can also generate AAxAA=BBCC.
 New values may or may not have been assigned to each letter.


Can you figure out what A, B and C equal in the above equation?
",layton-data/images/Letter_Calculations.jpg,https://layton.fandom.com/wiki/Puzzle:Letter_Calculations,60.0,"Each letter is represented by a single-digit number, so the possibilities for what number represents each letter are fairly limited.

","If you start by subbing in 1 for A and work your way through all the other numerical possibilities for A, you'll find your answer before long.
 What's more, if you use a calculator, trying out every possibility will take only a minute or two.

But if you can, try to solve it just using your head.

","As detailed in Hint Two, if you substitute every digit for A and work your way up, you'll find the answer in the last half of your search.

",,"Sharp thinking!

88x88=7744

The numbers work out perfectly if you assign A a value of 8, B a value of 7, and C a value of 4.


At first, the possibilities for what goes where may have seemed daunting, but once you realize that only a few numbers can potentially replace A, everything starts coming together.

",
118,Circle Answer,"Only one of the six screws shown below, A, B, C, D, E, or F, will fit properly into the threaded hole.
 The width of the hole matches the thickness of all the screws, so don't worry about that.


Your only tool is a flathead screwdriver.
 Now, hurry! You don't have much time.


Circle the correct screw, and tap Submit.

",layton-data/images/Scrutinized_Screws.jpg,https://layton.fandom.com/wiki/Puzzle:Scrutinized_Screws,40.0,"Pay attention to the direction of the threads on the screws and on the hole.

","Screw C won't go anywhere no matter how much you turn it! So, cross that one off the list of possible answers.

","Screw B can't be turned with any tool, and Screw F can't be turned with a flathead screwdriver.
 So cross those two options off the list as well.

","Screw A is threaded in the opposite direction of the hole, so it can't be the answer.
 That leaves only two possible choices.
 Take one last look, and you should have this in the bag.

","That's it!

Now, hurry and get the car moving!
",
107,Flip,"Our maladroit chef has mangled another pizza, and this one's a real cheesy mess.
.
.


He's trying to get it all face up again, but this cheese topping is especially sticky, and every time he flips a slice, the adjacent slices turn over with it.


Can you help flip the slices so that the whole pizza faces up again and is restored to its mouthwatering glory?
",layton-data/images/Toppings_Up!_Part_3.jpg,https://layton.fandom.com/wiki/Puzzle:Toppings_Up!_Part_3,50.0,"You can flip the entire pizza face up in just four moves.
 See if you can work out how.
 Good luck!
","There are several methods of doing this, but here's the quickest: start by flipping the slice closest to the top on the left hand side.
 What comes next?
","The next slice to flip is the one closest to the bottom on the left-hand side.

You can flip up all the slices in two more moves.
 Have you worked it out yet?
","Following the previous hint, flip the second slice down on the left-hand side.
 Do you see what the last move should be now?
","Correct!

One scrumptious pepperoni pizza coming up!

This pizza puzzle can be solved in just a few moves.
 How many did it take you?
",
038,Draw Line,"Here is an overhead view of a cluster of tropical islands.
 As you travel from Start to Goal, your objective is to visit every island exactly one time.
 The island folk say this can be accomplished with the addition of a single, straight bridge.


The only other rule is that your bridge can't cross over any preexisting bridge.
 So, where should your bridge go?
",layton-data/images/Island_Hopping.jpg,https://layton.fandom.com/wiki/Puzzle:Island_Hopping,20.0,"You need to visit each island exactly one time, but that doesn't mean that you have to cross every bridge to do so.

","Try setting out from the start point and just proceeding on your merry way.
 If you come across an island you simply can't get to, you may have just stumbled upon your answer.

","Examine the area around the middle of the island cluster closely.

",,"That's right!

Now get out there and go enjoy that island paradise!
",
